1, 1366, 1366
2, 1577, 1997
3, 1580, 2000
4, 1661, 2228
5, 1663, 2231
6, 1663, 2284
26, 1663, 2285
319, 1663, 2287
1160, 1666, 2315
2179, 1666, 2315
3319, 1666, 2315
4441, 1666, 2315
5286, 1666, 2317
6246, 1666, 2317
6772, 1666, 2323
7455, 1666, 2326
8584, 1666, 2326
9414, 1666, 2329
9427, 1666, 2330
9739, 1666, 2332
10692, 1666, 2332
12079, 1666, 2349
13086, 1666, 2349
14531, 1666, 2349
14718, 1666, 2351
15023, 1666, 2356
16296, 1666, 2356
17677, 1666, 2433
17692, 1666, 2438
19175, 1666, 2438
19727, 1666, 2441
21527, 1666, 2441
23292, 1666, 2441
25042, 1666, 2441
25339, 1666, 2577
26022, 1666, 2580
27994, 1666, 2735
28009, 1666, 2742
30081, 1666, 2742
30646, 1666, 2771
30661, 1666, 2773
30736, 1666, 2775
34181, 1668, 2777
34865, 1670, 2799
35178, 1670, 2801
35772, 1670, 2801
36019, 1670, 2822
36447, 1670, 2822
37033, 1670, 2822
37612, 1670, 2822
38174, 1670, 2822
38742, 1670, 2822
39329, 1670, 2822
39924, 1670, 2822
40438, 1670, 2822
40840, 1670, 2822
41415, 1670, 2822
41923, 1695, 2978
41927, 1695, 3001
42196, 1697, 3005
42218, 1697, 3007
42580, 1697, 3007
43158, 1697, 3007
43749, 1697, 3007
44322, 1697, 3007
44910, 1697, 3007
45165, 1701, 3071
45169, 1701, 3077
45629, 1701, 3077
46086, 1701, 3077
46691, 1701, 3077
47316, 1701, 3077
48101, 1701, 3077
48721, 1701, 3077
49340, 1701, 3077
49952, 1701, 3077
50744, 1701, 3077
51399, 1701, 3077
51924, 1701, 3077
52545, 1701, 3077
53171, 1701, 3077
53419, 1701, 3082
53423, 1701, 3143
53788, 1701, 3143
54326, 1701, 3143
54985, 1701, 3143
55793, 1701, 3143
56465, 1701, 3143
57271, 1701, 3143
57920, 1701, 3143
58762, 1701, 3143
59601, 1701, 3143
60024, 1701, 3143
60822, 1701, 3143
61473, 1701, 3143
61682, 1701, 3155
61696, 1701, 3158
62112, 1701, 3158
62656, 1701, 3158
63484, 1701, 3158
64130, 1701, 3158
64933, 1701, 3158
65220, 1702, 3161
65224, 1702, 3190
65608, 1702, 3192
66463, 1702, 3192
67621, 1702, 3192
68802, 1702, 3192
69937, 1702, 3192
70809, 1702, 3195
71819, 1702, 3195
72870, 1702, 3197
73864, 1702, 3197
74558, 1702, 3197
75234, 1702, 3197
76234, 1702, 3197
76745, 1702, 3197
77885, 1702, 3197
78400, 1702, 3197
79404, 1702, 3197
80071, 1702, 3197
80902, 1702, 3197
81721, 1702, 3197
82390, 1702, 3197
83381, 1702, 3197
83905, 1702, 3197
85055, 1702, 3197
85584, 1702, 3197
86735, 1702, 3197
87255, 1702, 3197
88242, 1702, 3197
88916, 1702, 3197
89744, 1702, 3197
90575, 1702, 3197
91246, 1702, 3197
92245, 1702, 3197
92769, 1702, 3197
93602, 1702, 3197
94442, 1702, 3197
94950, 1702, 3197
95949, 1702, 3197
96625, 1702, 3197
97145, 1702, 3197
98294, 1702, 3197
98812, 1702, 3197
99490, 1702, 3197
100483, 1702, 3197
100627, 1702, 3202
100631, 1702, 3207
101355, 1702, 3207
102689, 1702, 3207
103947, 1702, 3207
104175, 1702, 3215
105379, 1702, 3215
106864, 1702, 3215
108508, 1702, 3215
109870, 1702, 3215
111538, 1702, 3215
113057, 1702, 3215
114587, 1702, 3215
115960, 1870, 3390
116233, 1870, 3392
120434, 1870, 3392
124506, 1870, 3394
124819, 1872, 3399
125051, 1874, 3401
126071, 1874, 3401
127301, 1874, 3401
128088, 1874, 3401
128994, 1874, 3401
129909, 1874, 3401
131136, 1874, 3401
132155, 1874, 3401
139215, 1874, 3401
164085, 1874, 3401
188549, 1874, 3401
212191, 1874, 3401
236248, 1874, 3401
260414, 1874, 3401
284870, 1874, 3401
309057, 1874, 3401
333415, 1874, 3401
357291, 1874, 3401
380930, 1874, 3401
405357, 1874, 3401
430428, 1874, 3401
455178, 1874, 3401
479565, 1874, 3401
504278, 1874, 3401
529904, 1874, 3401
555249, 1874, 3401
580198, 1874, 3401
604741, 1874, 3401
630094, 1874, 3401
655818, 1874, 3401
681399, 1874, 3401
705649, 1874, 3401
730556, 1874, 3401
755218, 1874, 3401
779658, 1874, 3401
803944, 1874, 3401
825449, 1874, 3401
848320, 1874, 3401
873684, 1874, 3401
893245, 1874, 3401
915622, 1874, 3401
939886, 1874, 3401
964771, 1874, 3401
989072, 1874, 3401
1013492, 1874, 3401
1037084, 1874, 3401
1061940, 1874, 3401
1084479, 1874, 3401
1107570, 1874, 3401
1129194, 1874, 3401
1150159, 1874, 3401
1171312, 1874, 3401
1193781, 1874, 3401
1214919, 1874, 3401
1237498, 1874, 3401
1258815, 1874, 3401
1281182, 1874, 3401
1303187, 1874, 3401
1324997, 1874, 3401
1346144, 1874, 3401
1367013, 1874, 3401
1388060, 1874, 3401
1409320, 1874, 3401
1430309, 1874, 3401
1451240, 1874, 3401
1472348, 1874, 3401
1493094, 1874, 3401
1516756, 1874, 3401
1538108, 1874, 3401
1559068, 1874, 3401
1580609, 1874, 3401
1603272, 1874, 3401
1624855, 1874, 3401
1647722, 1874, 3401
1668931, 1874, 3401
1691656, 1874, 3401
1715555, 1874, 3401
1737091, 1874, 3401
1758252, 1874, 3401
1780839, 1874, 3401
1801551, 1874, 3401
1817046, 1874, 3401
1833305, 1874, 3401
1853876, 1874, 3401
1875622, 1874, 3401
1897273, 1874, 3401
1918712, 1874, 3401
1941951, 1874, 3401
1963596, 1874, 3401
1987221, 1874, 3401
2008144, 1874, 3401
2028700, 1874, 3401
2049702, 1874, 3401
2070381, 1874, 3401
2091214, 1874, 3401
2109161, 1874, 3401
2127368, 1874, 3401
2148212, 1874, 3401
2170446, 1874, 3401
2191038, 1874, 3401
2211381, 1874, 3401
2233304, 1874, 3401
2254327, 1874, 3401
2275464, 1874, 3401
2296758, 1874, 3401
2318813, 1874, 3401
2340741, 1874, 3401
2361735, 1874, 3401
2383888, 1874, 3401
2405407, 1874, 3401
2426594, 1874, 3401
2449050, 1874, 3401
2472404, 1874, 3401
2494376, 1874, 3401
2515542, 1874, 3401
2536712, 1874, 3401
2557730, 1874, 3401
2578688, 1874, 3401
2599758, 1874, 3401
2621159, 1874, 3401
2644267, 1874, 3401
2666512, 1874, 3401
2687756, 1874, 3401
2709657, 1874, 3401
2731406, 1874, 3401
2752842, 1874, 3401
2774997, 1874, 3401
2796014, 1874, 3401
2816671, 1874, 3401
2838017, 1874, 3401
2859028, 1874, 3401
2880335, 1874, 3401
2901235, 1874, 3401
2922065, 1874, 3401
2943345, 1874, 3401
2965141, 1874, 3401
2988093, 1874, 3401
3010798, 1874, 3401
3032423, 1874, 3401
3053853, 1874, 3401
3076284, 1874, 3401
3097435, 1874, 3401
3119735, 1874, 3401
3142308, 1874, 3401
3163614, 1874, 3401
3184590, 1874, 3401
3207332, 1874, 3401
3228313, 1874, 3401
3249582, 1874, 3401
3270854, 1874, 3401
3294082, 1874, 3401
3315215, 1874, 3401
3336552, 1874, 3401
3358246, 1874, 3401
3381023, 1874, 3401
3402192, 1874, 3401
3422398, 1874, 3401
3443993, 1874, 3401
3466895, 1874, 3401
3489666, 1874, 3401
3511024, 1874, 3401
3530966, 1874, 3401
3552398, 1874, 3401
3575047, 1874, 3401
3596271, 1874, 3401
3617947, 1874, 3401
3641251, 1874, 3401
3661736, 1874, 3401
3684447, 1874, 3401
3696815, 1874, 3401
3697973, 1874, 3401
3698180, 1874, 3404
3698779, 1874, 3423
3699778, 1874, 3423
3701128, 1874, 3423
3702371, 1874, 3423
3703563, 1874, 3423
3704964, 1874, 3423
3706168, 1874, 3423
3707395, 1874, 3423
3708591, 1874, 3423
3709087, 1874, 3425
3710058, 1874, 3425
3711509, 1874, 3425
3712947, 1874, 3425
3714392, 1874, 3425
3715672, 1874, 3425
3717334, 1874, 3425
3718518, 1874, 3429
3720272, 1874, 3429
3722077, 1874, 3429
3723871, 1874, 3429
3725700, 1874, 3429
3727657, 1874, 3429
3729442, 1874, 3429
3730297, 1874, 3455
3732656, 1874, 3455
3735078, 1874, 3455
3737643, 1874, 3455
3740059, 1874, 3455
3742308, 1874, 3455
3744562, 1874, 3455
3745303, 1874, 3457
3754586, 1874, 3457
3763559, 1874, 3457
3772994, 1874, 3457
3782030, 1874, 3457
3791246, 1874, 3457
3800394, 1874, 3457
3809843, 1874, 3457
3818756, 1874, 3457
3828244, 1874, 3457
3837529, 1874, 3457
3847032, 1874, 3457
3855936, 1874, 3457
3865118, 1874, 3457
3874202, 1874, 3457
3883632, 1874, 3457
3889412, 1874, 3457
3890813, 1874, 3457
3892055, 1874, 3457
3893439, 1874, 3457
3894643, 1874, 3457
3895866, 1874, 3457
3896981, 1874, 3457
3898357, 1874, 3457
3899632, 1874, 3457
3900781, 1874, 3457
3902055, 1874, 3457
3903431, 1874, 3457
3904674, 1874, 3457
3905876, 1874, 3457
3907100, 1874, 3457
3908104, 1874, 3457
3909364, 1874, 3457
3910624, 1874, 3457
3911982, 1874, 3457
3913242, 1874, 3457
3914419, 1874, 3457
3915809, 1874, 3457
3916580, 1874, 3457
3917918, 1874, 3457
3919203, 1874, 3457
3920310, 1874, 3457
3921704, 1874, 3457
3922976, 1874, 3457
3924365, 1874, 3457
3925644, 1874, 3457
3927084, 1874, 3457
3928317, 1874, 3457
3928977, 1874, 3457
3930064, 1874, 3457
3930811, 1874, 3457
3932048, 1874, 3457
3932671, 1874, 3457
3933901, 1874, 3457
3934502, 1874, 3457
3935734, 1874, 3457
3936501, 1874, 3457
3937582, 1874, 3457
3938354, 1874, 3457
3939438, 1874, 3457
3940371, 1874, 3457
3941290, 1874, 3457
3942212, 1874, 3457
3943128, 1874, 3457
3944200, 1874, 3457
3944963, 1874, 3457
3946047, 1874, 3457
3946859, 1874, 3457
3947782, 1874, 3457
3948738, 1874, 3457
3949498, 1874, 3457
3950572, 1874, 3457
3951219, 1874, 3457
3952446, 1874, 3457
3953107, 1874, 3457
3954033, 1874, 3457
3954985, 1874, 3457
3955829, 1874, 3457
3957213, 1874, 3457
3958474, 1874, 3457
3959576, 1874, 3457
3960793, 1874, 3457
3962190, 1874, 3457
3963454, 1874, 3457
3964634, 1874, 3457
3966026, 1874, 3457
3967278, 1874, 3457
3968690, 1874, 3457
3969962, 1874, 3457
3971088, 1874, 3457
3972338, 1874, 3457
3973743, 1874, 3457
3974983, 1874, 3457
3976407, 1874, 3457
3977849, 1874, 3457
3979085, 1874, 3457
3979943, 1874, 3457
3981380, 1874, 3457
3982061, 1874, 3457
3982940, 1878, 3461
3983719, 1878, 3461
3984996, 1878, 3461
3986074, 1878, 3461
3987173, 1878, 3461
3988587, 1878, 3461
3989856, 1878, 3461
3991222, 1878, 3461
3992423, 1878, 3461
3993638, 1878, 3461
3994738, 1878, 3461
3996011, 1878, 3461
3997382, 1878, 3461
3998385, 1878, 3461
3999801, 1878, 3461
4001171, 1878, 3461
4002437, 1878, 3461
4003639, 1878, 3461
4004863, 1878, 3461
4005875, 1878, 3461
4007139, 1878, 3461
4008400, 1878, 3461
4009775, 1878, 3461
4011037, 1878, 3461
4012206, 1878, 3461
4013591, 1878, 3461
4014410, 1878, 3461
4015710, 1878, 3461
4017122, 1878, 3461
4018084, 1878, 3461
4019488, 1878, 3461
4020757, 1878, 3461
4022139, 1878, 3461
4023418, 1878, 3461
4024851, 1878, 3461
4026053, 1878, 3461
4026707, 1878, 3461
4027769, 1878, 3461
4028535, 1878, 3461
4029618, 1878, 3461
4030373, 1878, 3461
4031602, 1878, 3461
4032222, 1878, 3461
4033438, 1878, 3461
4034035, 1878, 3461
4035244, 1878, 3461
4035904, 1878, 3461
4037080, 1878, 3461
4037836, 1878, 3461
4038902, 1878, 3461
4039653, 1878, 3461
4040708, 1878, 3461
4041638, 1878, 3461
4042554, 1878, 3461
4043467, 1878, 3461
4044405, 1878, 3461
4044998, 1878, 3461
4046216, 1878, 3461
4046854, 1878, 3461
4047916, 1878, 3461
4048709, 1878, 3461
4049642, 1878, 3461
4050591, 1878, 3461
4051183, 1878, 3461
4052398, 1878, 3461
4053107, 1878, 3461
4054368, 1878, 3461
4055620, 1878, 3461
4056770, 1878, 3461
4057998, 1878, 3461
4059178, 1878, 3461
4060612, 1878, 3461
4061743, 1878, 3461
4062973, 1878, 3461
4064167, 1878, 3461
4065586, 1878, 3461
4066823, 1878, 3461
4068186, 1878, 3461
4069179, 1878, 3461
4070594, 1878, 3461
4071823, 1878, 3461
4073060, 1878, 3461
4074454, 1878, 3461
4075873, 1878, 3461
4076947, 1878, 3461
4077949, 1878, 3461
4079200, 1878, 3461
4079820, 1878, 3461
4080868, 1878, 3461
4081609, 1878, 3461
4082954, 1878, 3461
4083678, 1878, 3461
4084884, 1878, 3461
4086290, 1878, 3461
4087538, 1878, 3461
4088747, 1878, 3461
4090078, 1878, 3461
4091300, 1878, 3461
4092241, 1878, 3461
4093414, 1878, 3461
4094668, 1878, 3461
4095752, 1878, 3461
4096999, 1878, 3461
4098386, 1878, 3461
4099590, 1878, 3461
4100858, 1878, 3461
4102003, 1878, 3461
4103246, 1878, 3461
4104084, 1878, 3461
4105478, 1878, 3461
4106734, 1878, 3461
4107932, 1878, 3461
4109349, 1878, 3461
4110479, 1878, 3461
4111545, 1878, 3461
4112557, 1878, 3461
4113845, 1878, 3461
4115196, 1878, 3461
4116172, 1878, 3461
4117567, 1878, 3461
4118823, 1878, 3461
4120217, 1878, 3461
4121463, 1878, 3461
4122896, 1878, 3461
4123967, 1878, 3461
4124578, 1878, 3461
4125647, 1878, 3461
4126383, 1878, 3461
4127626, 1878, 3461
4128224, 1878, 3461
4129437, 1878, 3461
4130034, 1878, 3461
4131251, 1878, 3461
4131839, 1878, 3461
4133060, 1878, 3461
4133818, 1878, 3461
4134889, 1878, 3461
4135660, 1878, 3461
4136742, 1878, 3461
4137656, 1878, 3461
4138577, 1878, 3461
4139477, 1878, 3461
4140379, 1878, 3461
4141393, 1878, 3461
4142250, 1878, 3461
4143002, 1878, 3461
4144113, 1878, 3461
4144608, 1878, 3461
4144836, 1879, 3524
4145640, 1879, 3524
4145912, 1913, 3559
4145924, 1913, 3559
4146289, 1913, 3559
4146635, 1913, 3559
4147111, 1913, 3559
4147792, 1913, 3559
4148332, 1913, 3559
4148628, 1913, 3559
4148997, 1913, 3559
4150162, 1913, 3559
4150753, 1913, 3559
4151887, 1913, 3559
4153358, 1913, 3559
4154585, 1913, 3559
4156015, 1913, 3559
4157180, 1913, 3559
4158654, 1913, 3559
4159865, 1913, 3559
4161359, 1913, 3559
4162772, 1913, 3559
4164223, 1913, 3559
4165719, 1913, 3559
4166878, 1913, 3559
4168356, 1913, 3559
4169819, 1913, 3559
4171359, 1913, 3559
4173075, 1913, 3559
4174644, 1913, 3559
4175785, 1913, 3559
4177089, 1913, 3559
4178173, 1913, 3559
4179156, 1913, 3559
4180737, 1913, 3559
4181693, 1913, 3559
4182936, 1913, 3559
4184377, 1913, 3559
4185561, 1913, 3559
4187002, 1913, 3559
